userID,gameID,prediction
u04763917,g51093074
u10668484,g42523222
u82502949,g39422502
u14336188,g83517324
u10096161,g10962300
u12864301,g29951417
u74352605,g88258978
u75043948,g25417282
u29296791,g59132435
u25398433,g78239118
u84764376,g73199890
u09616615,g92522857
u10691163,g32680601
u38429458,g70782977
u26986311,g06045292
u65289967,g65794132
u87979266,g89122297
u05311714,g82220080
u78011182,g05463839
u34020914,g67139666
u62855536,g54634449
u55833077,g88735741
u24787553,g63858284
u90805846,g78518895
u83707320,g02273341
u20383715,g05349653
u29006683,g78139956
u71367785,g24982722
u04109297,g92694999
u20230969,g71624193
u37438991,g82994209
u21174368,g82668863
u03586135,g66197269
u15832377,g57834425
u60887184,g85840895
u10763263,g16087475
u24175693,g52437423
u44150437,g59833534
u24031173,g35155801
u12741451,g16135457
u57709154,g46862476
u29258017,g68168423
u81408606,g84686560
u19089061,g91851682
u73375206,g01392148
u51732970,g09480895
u90857197,g57791098
u29991534,g74380807
u22769746,g29741733
u71039405,g68576907
u69685717,g67274965
u79638535,g29091141
u15856655,g48289742
u52155642,g34491894
u08348857,g75348396
u76615183,g16903439
u06363461,g00785638
u16745193,g47810653
u23967443,g17807252
u26638181,g73199890
u37208609,g54634449
u51641312,g87912242
u39462514,g59027363
u75733314,g49445983
u75148448,g60355697
u32200747,g70274773
u94793879,g88406710
u13846553,g45685155
u17863042,g61310716
u92300468,g58854798
u26771241,g88161192
u36252269,g17210393
u66968893,g32642694
u41619073,g69033010
u45751008,g99544321
u53708896,g68559005
u65902873,g13451594
u39310994,g23109078
u85987227,g09929422
u21721881,g08493444
u85850085,g69033010
u61057221,g23131507
u76302774,g09670581
u12301728,g83093985
u91634610,g11862712
u70076452,g66187454
u14595674,g71690287
u70647035,g59132435
u49227907,g75591774
u47732229,g00602342
u52520551,g06849398
u95251001,g14806591
u84178019,g86430125
u08176900,g65794132
u76404562,g54506405
u26095980,g95560020
u97592278,g11225866
u44785008,g57734956
u87047715,g47087082
u90350768,g40551467
u40158774,g91479688
u29320534,g29752784
u38690724,g46527418
u30465751,g63715049
u70160453,g10773791
u73988548,g78139956
u95764184,g40266442
u48087366,g75730019
u35368986,g10946181
u04763917,g94497006
u70756776,g05894153
u39281280,g68132896
u93185343,g62819767
u04114967,g15881340
u74748141,g66678119
u15832377,g97767591
u72218324,g73792397
u01903817,g36338988
u92083302,g41031307
u33601253,g68959096
u48940192,g61264440
u55350279,g35444269
u54965133,g06097413
u80028968,g41896919
u77135073,g15881340
u23546625,g03156676
u07229282,g17604638
u49423423,g75348396
u04928040,g90538928
u03233576,g01873417
u01806590,g17361564
u01276399,g32819803
u19431743,g50444948
u30001051,g65794132
u76404562,g02291184
u86748386,g63396588
u17031377,g68594066
u60870972,g81608348
u48616923,g37782017
u75656042,g11862712
u27204408,g29343118
u77035669,g59833534
u97895796,g11181397
u41263957,g58564429
u36684316,g77806076
u80800629,g53996086
u98863380,g68818867
u89526470,g16967024
u67552707,g20944046
u08631099,g75046549
u19644250,g42862258
u64237842,g15339821
u79892305,g36958384
u70339605,g16320816
u56683450,g63396588
u73988548,g14368997
u55730078,g99674775
u32923011,g15881340
u67063622,g19425343
u83496814,g79499736
u05202684,g71128555
u01997404,g74412462
u06266674,g05463839
u04763917,g93034225
u12352667,g18762273
u67983089,g35549655
u57355453,g27491100
u93263722,g04615400
u60932748,g51367911
u03729616,g70003539
u33909345,g16952539
u88837062,g40531835
u60063697,g16087475
u26602381,g61856392
u34020914,g36958384
u58981182,g76892743
u83260741,g05349653
u12741451,g46446145
u11476760,g69372699
u58812126,g01540872
u83288532,g91616357
u04836696,g71371078
u44009694,g11862712
u14814897,g68302537
u72218324,g61434161
u39796895,g59271404
u51062008,g15041108
u52954416,g04423005
u44521634,g26556480
u72986401,g06097413
u61150089,g63396588
u47890042,g76138491
u78552338,g97795987
u75519304,g46602286
u97099051,g14368997
u28677421,g92017077
u31219469,g31541380
u82039751,g03207903
u65746127,g87968210
u83172509,g68047320
u71314174,g24283850
u39532419,g26730287
u94977887,g65046475
u51238798,g78970626
u18043411,g10081212
u67632443,g57834425
u37216201,g15547870
u44594988,g32943027
u63229947,g05510401
u03766095,g14542017
u58385308,g05551150
u32538708,g25723374
u33701854,g51234623
u73655118,g76361508
u08422227,g97435957
u82636912,g23657488
u56533038,g03136155
u02074953,g24982722
u19135199,g49368897
u72139431,g33872505
u67398492,g40110970
u93154067,g41577769
u04495704,g25834374
u12831192,g45232069
u23791734,g91479688
u08543832,g28397260
u78248555,g43409822
u24002764,g22244120
u97756269,g05031080
u34127632,g13451594
u24606346,g13121437
u71263232,g91851682
u31583354,g88348345
u63484823,g44130855
u98330996,g11862712
u09717896,g16087475
u04150783,g74112521
u55952495,g83843155
u73063505,g33211163
u19670502,g44582104
u51322914,g32303199
u94573512,g24816539
u83357129,g01660600
u92729375,g79333823
u52496811,g94300691
u93072491,g79333823
u00914251,g67038900
u00631846,g40499587
u37555238,g60926645
u65152844,g61557790
u95987184,g27545941
u12982875,g83595955
u42467385,g23657488
u95368325,g08347342
u41633254,g92782480
u46933812,g15714062
u95210326,g01086845
u21957619,g77859458
u95327242,g37422652
u23441276,g89122297
u40466912,g11874075
u56316691,g71128208
u32015397,g07717755
u68905669,g90538928
u34487395,g85605126
u74423141,g11075424
u66082707,g11862712
u82332490,g04615400
u35871341,g94547789
u89383061,g33084376
u44380424,g89200271
u50997247,g11347632
u02795977,g17155852
u14336188,g66197269
u00667894,g78139956
u67519558,g39845845
u50062649,g59442626
u29553373,g85252310
u70666506,g46609035
u03047013,g25962198
u13370974,g08220648
u72478974,g94410811
u64072664,g68168423
u96608400,g08257375
u79541988,g46602286
u30258510,g18306019
u89478667,g81642335
u89239385,g88529278
u58279240,g59997114
u20899705,g92017077
u92184193,g70274773
u16136343,g01660600
u27320565,g81608348
u23069394,g88735741
u11074610,g89809648
u11436417,g86256371
u63720594,g40110970
u31332472,g08143802
u94069457,g76138491
u94085555,g46446145
u83600529,g45978626
u50866739,g43076769
u73127506,g17604638
u44636287,g57834425
u70853810,g62481736
u13547804,g93472160
u64656494,g12946119
u33109625,g88406710
u49423423,g63989484
u91838613,g24777226
u52454500,g38436572
u08983578,g67274965
u62097536,g11225866
u04261151,g21050126
u84107660,g01435414
u81058112,g97931549
u80605925,g29741733
u50097048,g84397720
u12125660,g11225866
u72054992,g39921149
u44095087,g19813381
u11108186,g84207332
u06072875,g56056078
u49961321,g13343607
u03790099,g40372626
u97524202,g68132896
u15554224,g65055990
u18675490,g05463839
u38546471,g65683787
u37098825,g28713033
u64569550,g24809309
u66610671,g08353646
u23368183,g53223749
u62857432,g75228197
u86021676,g48289742
u58947884,g46300937
u18417633,g21481926
u90174553,g00288786
u83402391,g36859945
u92442650,g03207903
u42897868,g16653801
u09703080,g29741733
u84410758,g98293003
u47573995,g24268800
u74849356,g00131880
u61175090,g22771657
u22964372,g77681780
u32780791,g72856076
u35902127,g77806076
u53777615,g72460998
u32098095,g46446145
u44521634,g85103579
u93652398,g53715495
u71386265,g59271404
u55631103,g11862712
u30873465,g09482600
u62247393,g52620301
u61544968,g52077802
u84256962,g41988339
u69837222,g85252310
u16598632,g86399378
u97764793,g76822730
u09970728,g98075409
u74357322,g69051492
u14734731,g61264440
u62354011,g33872505
u96545303,g04641598
u87731122,g99758692
u06064559,g45328688
u23791734,g79333823
u07403582,g91479688
u17313321,g25612121
u55666073,g38434648
u44000052,g14512041
u67398492,g78518895
u72218324,g26192910
u44185960,g06266910
u47146279,g28397260
u20659941,g16967024
u30193040,g69033010
u72312721,g27727435
u09282584,g61877459
u85859952,g89809648
u94739498,g95916447
u38112790,g11225866
u89792962,g31712310
u45021466,g51770536
u94481676,g87912242
u24112449,g06921499
u79398659,g39845845
u85801738,g34929278
u73589158,g38724809
u27700909,g18465780
u58254457,g40551467
u75771611,g56621675
u86081323,g03280058
u51163091,g64167567
u74718768,g71906049
u26858759,g34949160
u64608589,g26732871
u32696465,g22244120
u01122566,g57500715
u80541052,g61877459
u05581149,g15360200
u85430536,g85617864
u08807833,g79499736
u31964465,g34621957
u53074823,g91851682
u03036420,g38024861
u08166315,g34477578
u95327242,g65734768
u85288110,g59132435
u56220457,g93432134
u44157494,g32136079
u51839661,g86199393
u99145538,g39366834
u70647035,g61434161
u87037495,g07535543
u23477614,g65175011
u08343463,g51450658
u72397005,g27545941
u50987399,g05388491
u07709944,g93507333
u84505694,g66258359
u35200970,g80472053
u53040709,g47446961
u67942871,g68808834
u28572651,g62954425
u17490349,g03207903
u12934716,g88116000
u97802984,g24982722
u90784003,g61264440
u43225830,g16135457
u83926608,g43689131
u04962079,g44459813
u90337818,g87749248
u45713244,g38436572
u36549785,g66086214
u03901335,g78139956
u26771241,g70592519
u95113472,g63446287
u87968882,g49368897
u98869198,g84020059
u39532804,g31541380
u06413947,g05286498
u24074275,g02416235
u48165337,g89492775
u71516011,g46862476
u55071076,g88735741
u51175241,g59553750
u75323279,g78826016
u45679096,g46932837
u16343442,g89809648
u21056154,g96482153
u91634610,g10259243
u70556502,g45229132
u56239295,g96831210
u78669382,g12112901
u62509621,g68559005
u63734163,g01873417
u57077025,g06322315
u29394603,g41577769
u93257386,g31800990
u38961187,g96221632
u25828842,g05463839
u78389390,g75228197
u57510806,g08561999
u60183585,g55811676
u08898885,g00919878
u36626068,g29741733
u16503738,g24194110
u41713397,g24479985
u81933585,g49387258
u83720525,g66086214
u56911577,g02141122
u95348013,g64574718
u74109015,g04615400
u85748295,g78139956
u72986401,g70479705
u36046248,g32799642
u50341935,g34216483
u56316623,g25170902
u35526061,g01660600
u15844193,g48452334
u01903817,g03128638
u78681449,g22244120
u30516690,g90538928
u77598069,g11862712
u52623513,g68959096
u68962324,g02532016
u41605687,g00290491
u96135866,g96830890
u33537958,g11075424
u84685172,g84770347
u05315350,g16158766
u35787069,g57187406
u24013589,g80438960
u82936629,g07895907
u55473341,g54227334
u04759919,g68047320
u29006683,g56751692
u67039884,g04462740
u55067766,g45359822
u40742852,g40499587
u28326815,g23104067
u17863042,g70274773
u51322914,g51234623
u37642922,g34491894
u20249098,g68660659
u74036086,g57843499
u18639863,g33776814
u83192523,g84994417
u96852472,g51234623
u86914212,g38302836
u50855406,g68594066
u53247100,g79027240
u60427348,g78518895
u46933812,g40499587
u60105241,g65794132
u56316691,g31190276
u90678189,g87749248
u44742433,g38964542
u12891480,g17218685
u15887552,g84465937
u26285492,g70742092
u18820716,g69213131
u35345442,g61877459
u38420807,g75513928
u92818506,g74119615
u96104653,g90154665
u42897868,g24479985
u38420807,g50163420
u37043522,g88657260
u03513073,g52947714
u84257994,g02273341
u94006868,g80979867
u93029368,g36122744
u89855328,g84994417
u62303521,g01660600
u52365785,g83147553
u50715052,g94401019
u44337325,g32770457
u56482140,g62850718
u59370809,g90301006
u25657821,g75248233
u67332556,g95765068
u11010664,g23188828
u31422800,g26710111
u35298149,g11278512
u18782898,g34491894
u26986311,g68132896
u71731340,g70274773
u09347986,g83853612
u75811549,g98307890
u49170107,g75793700
u15945593,g62357377
u50086910,g07132329
u33908008,g15360200
u05581149,g18223055
u27252828,g48452334
u84256962,g21595192
u09994097,g43979015
u23441276,g09482600
u73134199,g43689131
u55472824,g46446145
u31837396,g25723374
u50097048,g99496555
u61884625,g92844965
u19670502,g65734768
u18996344,g45880815
u12979095,g62022399
u82197279,g60926645
u04759919,g76381409
u81072899,g78826016
u52849485,g55070029
u59290636,g70742092
u19082710,g29752784
u03242465,g79333823
u90210178,g97650885
u73944730,g08353646
u55699496,g07132329
u45118952,g68559005
u75519304,g69033010
u33282942,g90379019
u82502949,g79472133
u76739688,g05349653
u64860701,g10773791
u98869198,g83425645
u95791396,g41348232
u17490349,g64348065
u89874556,g53969661
